CarMake,Model,fuelType,packages/0/packageType,packages/0/price,packages/1/packageType,packages/1/price,packages/2/packageType,packages/2/price
Volkswagen,CROSS POLO,CNG,Standard,3119,Comprehensive,4879,Basic,2479
Volkswagen,JETTA,CNG,Standard,4159,Comprehensive,7279,Basic,2639
Volkswagen,JETTA,Diesel,Standard,4319,Comprehensive,6159,Basic,2959
Volkswagen,JETTA,Petrol,Standard,4159,Comprehensive,6159,Basic,2639
Volkswagen,PASSAT,Diesel,Standard,4319,Comprehensive,6159,Basic,2639
Volkswagen,PASSAT,Petrol,Standard,4159,Comprehensive,7279,Basic,2479
Volkswagen,PASSAT,CNG,Standard,4159,Comprehensive,6159,Basic,2479
Volkswagen,POLO,CNG,Standard,3119,Comprehensive,5599,Basic,2479
Volkswagen,POLO,Diesel,Standard,3359,Comprehensive,4879,Basic,2639
Volkswagen,POLO,Petrol,Standard,3119,Comprehensive,4879,Basic,2479
Volkswagen,VENTO,Petrol,Standard,4159,Comprehensive,5439,Basic,3359
Volkswagen,VENTO,CNG,Standard,4159,Comprehensive,5679,Basic,3359
